distance_km,traffic_level,road_block,ambulance_speed_kmph,emergency_severity,arrival_time_min
1.337,2,0,50.21,3,3.643
8.977,2,0,35.17,3,24.103
3.314,1,1,50.88,4,8.107
8.061,1,0,57.65,1,9.251
8.997,2,0,44.9,2,19.863
7.601,2,0,52.62,3,13.989
3.547,3,0,53.36,2,9.675
0.413,1,0,55.29,4,0.8
4.67,3,0,52.88,2,11.735
4.494,1,0,50.4,3,4.509
0.231,1,0,43.32,2,2.295
7.844,1,1,50.52,2,15.524
1.486,3,0,54.4,5,5.631
5.718,3,0,47.48,5,18.226
2.51,1,0,48.11,4,2.557
3.846,1,0,54.89,2,5.819
4.335,1,0,47.02,5,6.123
5.371,2,0,60.21,2,8.35
4.772,2,0,42.98,5,10.754
3.407,1,0,44.61,4,4.992
0.556,1,0,42.9,3,1.127
1.314,2,1,55.16,3,6.129
5.691,1,0,53.06,1,8.22
5.533,1,0,41.08,5,9.254
6.081,1,0,47.78,1,7.548
0.907,3,0,45.78,1,2.87
2.398,2,0,53.7,3,5.978
2.267,1,0,47.09,4,4.161
7.369,1,0,50.51,5,7.454
6.886,1,0,44.86,3,9.091
6.814,3,0,43.67,4,22.352
8.753,1,0,65.4,5,7.757
8.259,1,0,49.72,3,11.888
5.868,2,0,62.23,1,10.331
4.678,2,0,51.88,5,9.272
7.395,3,0,46.58,4,22.831
5.037,1,0,50.86,3,4.923
6.955,1,0,35.24,4,10.884
1.786,1,0,34.4,4,3.276
4.714,3,1,41.74,4,22.194
4.456,3,0,46.59,2,15.234
4.465,1,0,37.76,4,7.997
4.772,3,0,47.82,1,16.931
5.603,2,1,46.12,1,16.117
5.528,1,0,50.72,4,6.622
8.583,3,0,47.03,1,28.396
2.132,2,0,32.54,1,7.084
1.466,1,1,54.43,3,9.059
6.619,1,0,40.41,3,9.972
2.343,1,0,40.51,4,4.998
2.668,2,0,56.03,3,4.253
1.779,1,1,51.57,2,7.744
4.402,1,0,56.07,2,3.823
3.804,2,0,46.94,5,7.477
8.781,1,0,42.43,1,13.334
6.142,1,0,65.32,3,5.982
5.347,1,0,52.07,3,7.347
5.281,1,0,47.97,2,7.033
2.708,2,0,45.01,2,6.947
8.007,2,0,41.54,3,17.418
1.224,2,0,39.1,3,4.507
6.673,3,0,44.3,3,21.751
1.291,1,0,51.21,2,1.087
4.586,1,0,48.56,5,4.789
2.104,2,0,50.75,5,3.395
5.074,1,0,57.9,5,4.473
1.927,1,0,39.2,2,2.571
4.625,2,0,47.76,2,10.577
0.474,1,0,46.78,1,1.918
2.372,1,0,47.41,3,2.541
6.671,1,0,54.25,1,8.46
4.773,1,0,39.92,4,7.351
4.557,1,0,54.57,3,6.032
5.801,3,0,63.57,5,14.993
4.822,1,0,36.05,3,7.909
2.515,2,0,48.42,4,5.806
8.032,2,0,53.89,2,16.087
2.956,1,0,61.1,3,4.421
0.36,2,0,52.79,2,1.642
1.868,1,0,51.37,3,2.882
3.8,2,0,48.5,1,8.39
0.286,2,0,52.6,3,1.044
5.002,2,0,43.84,5,10.431
8.589,1,0,50.33,2,10.446
5.125,1,0,37.02,5,9.534
2.022,1,0,59.27,2,2.274
0.765,1,0,51.66,3,2.264
4.957,2,0,45.96,2,8.874
6.232,3,0,46.86,4,19.988
5.846,1,0,62.77,5,5.425
5.194,2,1,66.13,2,15.275
3.438,1,0,54.71,2,3.926
3.618,2,0,45.88,4,6.648
7.789,3,0,51.63,3,22.511
0.625,1,1,52.21,3,9.448
2.83,2,0,45.56,4,6.879
2.728,1,0,47.86,2,5.118
8.836,1,0,54.41,3,10.472
4.616,2,0,54.53,3,7.81
1.795,3,0,46.16,2,6.82
7.662,2,0,51.22,4,14.753
3.489,1,0,51.79,5,3.887
3.588,2,0,45.88,1,8.709
3.167,1,0,47.19,5,4.343
1.522,2,0,39.85,4,3.952
4.13,1,0,59.24,3,5.201
5.033,1,0,48.41,4,6.04
4.185,1,0,51.15,4,4.2
3.556,2,0,36.48,2,10.129
2.221,1,0,54.33,2,3.529
7.757,1,0,57.07,4,9.049
7.795,2,0,51.46,2,14.29
5.152,3,1,56.11,2,23.092
6.449,1,0,42.1,2,10.836
8.217,1,1,44.73,1,15.637
1.612,2,0,54.85,3,1.919
1.321,1,0,43.97,2,3.175
1.945,1,0,43.98,3,3.695
5.404,1,0,50.78,3,6.491
0.845,2,0,42.86,2,2.931
6.658,2,0,65.54,2,9.974
0.639,3,1,42.7,3,8.962
0.426,1,1,44.56,3,7.254
8.703,1,0,40.29,5,12.348
3.309,2,0,35.3,2,9.65
5.123,1,0,44.63,2,7.288
4.45,3,0,56.25,5,11.054
5.895,1,0,59.12,3,7.182
8.491,1,0,49.1,5,11.468
5.103,3,1,50.96,3,21.367
3.039,1,0,43.77,3,3.823
0.556,1,0,38.45,5,1.498
5.875,2,0,43.6,2,12.232
3.901,3,0,45.24,2,15.022
8.607,1,0,43.03,4,12.066
5.35,1,0,44.19,4,7.632
5.78,3,0,45.07,3,19.387
5.844,1,0,39.58,3,7.747
4.978,3,0,55.63,4,14.162
3.614,2,0,60.31,1,6.659
4.257,1,0,48.77,5,5.845
6.209,2,0,45.86,4,14.033
2.302,1,0,50.68,3,4.004
1.806,2,0,48.76,2,4.961
8.113,2,0,43.77,3,18.668
6.209,3,0,45.68,3,20.122
7.867,2,0,53.76,1,14.388
3.432,1,0,56.49,2,4.626
5.268,3,1,28.0,2,33.808
5.518,1,0,52.98,3,6.44
8.073,1,0,43.3,3,12.472
7.921,2,0,59.04,5,11.418
2.49,3,0,40.56,5,9.052
8.723,2,0,49.66,3,17.247
3.476,1,0,41.19,2,6.093
5.565,3,0,52.7,2,16.654
8.94,2,0,46.41,4,18.26
3.783,3,0,45.82,2,13.681
5.849,1,0,44.86,2,7.933
8.897,3,1,53.06,3,31.775
5.738,2,0,39.89,1,15.173
5.987,2,0,41.59,3,13.342
7.136,1,0,59.52,5,6.995
7.134,1,0,32.01,3,13.335
8.543,2,0,49.09,2,17.187
5.91,1,0,44.36,4,6.809
2.409,1,0,45.2,5,3.246
0.738,2,0,46.67,4,2.063
0.902,1,0,32.94,3,1.424
8.668,2,0,43.76,4,19.327
7.445,2,0,57.5,1,13.277
5.422,1,0,53.59,3,7.01
8.12,2,0,41.85,4,18.271
7.857,3,0,56.79,4,21.827
3.364,1,0,40.57,2,4.935
7.323,1,0,45.41,2,9.763
1.952,2,0,45.55,3,3.355
8.858,1,0,46.03,3,13.124
2.982,1,0,43.01,5,3.136
2.66,1,0,48.78,4,4.345
1.804,3,0,50.65,3,5.221
5.087,1,0,47.47,5,6.752
8.132,1,0,60.98,4,7.36
5.078,1,1,53.6,3,11.673
0.543,1,0,56.87,2,0.893
0.669,1,0,56.18,1,0.871
4.761,2,0,40.03,2,12.288
8.032,1,1,38.02,3,16.295
5.333,2,0,53.0,2,10.178
6.769,2,0,54.86,4,12.386
7.563,1,0,45.83,4,10.025
1.357,2,0,47.52,5,2.244
3.975,1,0,44.66,5,6.653
0.234,2,0,44.27,5,0.945
3.886,1,0,46.25,4,4.194
7.754,2,0,42.02,5,17.567
7.13,1,0,55.56,4,6.356
3.144,2,0,36.05,1,9.055
6.473,1,0,43.7,3,9.548
6.47,2,0,45.65,3,14.208
4.525,1,0,51.04,4,5.58
1.114,1,0,59.25,4,2.447
8.35,2,0,47.09,2,16.587
5.239,2,1,52.28,5,13.264
1.77,1,0,53.6,5,1.944
6.13,3,0,46.42,3,19.256
6.985,2,0,57.05,1,12.156
1.181,2,0,48.82,4,2.563
3.94,1,0,49.42,2,5.121
8.557,2,0,41.27,2,19.602
5.369,1,0,46.58,3,7.556
7.106,1,0,56.6,4,7.677
1.533,1,1,51.94,4,9.159
2.55,2,0,41.16,3,5.844
8.676,1,1,63.85,3,14.41
0.911,1,0,47.51,1,1.89
8.068,1,0,57.46,2,9.874
0.759,1,0,57.55,3,1.791
5.431,1,0,52.9,5,5.53
0.321,1,0,39.17,2,1.629
8.141,1,0,50.75,4,11.453
4.905,2,0,43.92,3,11.646
4.929,1,0,38.46,4,7.587
3.619,1,0,43.31,3,5.043
6.336,1,0,41.49,1,8.827
6.071,2,0,50.13,1,13.538
5.495,3,0,48.4,3,17.174
4.261,1,0,52.33,3,4.657
1.868,2,0,47.0,4,4.657
5.3,3,0,38.35,3,20.705
8.464,2,0,38.75,2,21.66
2.832,1,0,45.89,3,4.456
4.252,2,0,53.13,5,6.604
0.707,1,0,49.69,4,0.808
0.951,1,0,47.28,4,1.604
1.955,1,0,48.69,1,5.382
5.745,1,0,35.41,5,9.551
2.598,1,1,51.61,1,7.386
8.558,2,0,58.07,4,14.66
3.863,1,0,52.93,4,4.275
5.693,3,0,45.79,3,18.37
5.176,2,1,61.6,5,13.913
4.574,1,0,42.06,4,6.25
3.717,1,0,43.34,3,5.804
4.126,1,0,61.84,5,4.366
8.965,3,0,44.21,3,30.076
1.01,3,0,54.57,3,3.213
8.702,1,0,52.65,5,10.615
2.43,2,1,48.7,4,8.821
7.223,2,0,51.67,3,13.362
2.232,1,0,56.31,1,4.128
3.645,1,0,55.73,5,4.411
6.47,1,1,53.08,5,12.864
8.336,2,0,55.62,4,14.367
4.039,2,0,57.22,4,6.043
5.565,1,0,45.29,1,8.611
3.258,1,1,41.41,5,9.489
2.043,1,0,57.91,3,3.749
8.475,2,0,46.9,4,17.272
8.464,1,0,44.3,2,12.341
8.789,1,0,58.86,5,9.814
8.808,3,0,57.69,3,23.605
8.146,2,0,49.75,4,15.313
5.134,3,0,37.08,4,19.891
2.921,2,0,45.86,3,5.631
3.646,3,0,49.64,3,11.64
2.775,1,0,50.17,4,3.458
2.995,1,0,50.61,4,3.686
6.944,1,0,37.36,1,11.116
8.47,2,0,49.33,5,15.361
5.216,1,0,35.32,1,9.711
6.477,2,0,51.06,5,11.567
2.612,3,0,42.54,5,9.922
8.076,1,0,39.29,4,12.631
4.869,3,0,53.89,2,13.401
6.028,2,0,54.52,3,11.438
7.803,1,0,59.63,3,9.863
2.983,1,0,49.15,3,3.588
1.855,1,0,41.56,4,1.877
5.103,1,0,50.79,2,7.862
7.394,1,0,68.0,5,7.168
7.753,1,0,44.62,4,9.742
0.641,1,0,50.73,3,1.187
7.175,3,0,53.98,1,20.292
2.622,3,0,47.74,3,8.45
1.134,1,0,48.56,5,2.132
2.812,3,0,36.53,3,11.339
1.271,1,0,43.5,2,2.087
3.486,1,0,52.74,1,4.35
4.467,1,1,63.57,5,12.703
8.321,1,0,46.43,5,11.399
7.899,2,0,56.45,5,13.111
6.82,1,0,57.56,3,7.263
1.061,2,0,49.73,5,3.056
4.162,1,0,32.9,4,9.055
3.11,2,0,48.04,2,7.528
8.806,2,0,45.56,3,17.693
8.25,1,0,58.54,4,9.236
8.242,1,0,41.84,4,12.903
7.578,2,0,48.0,3,15.923
6.794,1,1,52.31,2,10.936
6.455,1,0,46.85,4,9.108
4.837,1,0,45.64,4,7.922
5.324,1,0,50.53,5,7.488
4.426,1,0,51.19,2,6.505
4.652,1,0,39.53,5,7.84
1.617,3,0,46.09,1,6.272
2.34,3,0,34.74,3,10.897
2.261,2,0,61.92,3,3.911
3.2,1,0,52.47,3,4.043
4.307,2,0,59.69,5,6.78
4.101,3,0,44.8,1,13.929
8.265,1,0,54.53,5,10.695
1.644,2,0,38.63,3,4.926
4.008,1,0,53.89,4,5.29
2.403,2,0,47.28,4,5.239
8.73,2,0,57.25,5,14.705
4.652,1,0,54.83,4,6.424
5.459,2,0,29.45,5,17.163
8.657,1,0,50.22,2,11.119
6.256,2,0,58.57,3,10.227
4.707,2,0,36.75,5,10.956
3.412,1,0,51.02,5,3.479
7.015,3,0,48.57,5,21.676
3.799,1,0,43.11,2,5.851
6.861,2,0,51.64,2,12.053
1.965,1,0,50.43,4,3.448
0.409,2,0,46.51,1,0.8
2.971,3,0,33.16,4,13.755
6.525,3,0,48.5,4,19.681
8.942,1,0,48.66,2,10.944
2.0,1,0,30.72,3,3.889
7.358,3,0,53.79,3,21.06
5.501,2,0,43.74,5,12.788
4.357,1,0,53.03,4,5.326
8.257,3,0,49.26,4,24.956
5.035,2,0,44.18,4,10.602
5.072,1,1,58.0,4,14.831
0.534,2,0,49.71,2,1.477
5.687,1,0,45.49,1,8.406
7.031,2,0,38.96,4,16.809
5.334,1,0,40.39,5,7.996
7.297,3,0,49.81,3,22.405
5.38,2,0,52.38,2,9.654
6.371,2,0,51.06,2,11.769
2.68,2,1,43.24,5,13.288
1.538,2,0,51.86,4,3.592
5.173,2,0,50.83,2,9.943
6.649,1,0,48.3,4,8.506
5.024,1,0,44.81,2,7.414
1.763,1,0,40.31,1,3.641
7.3,2,0,48.66,2,15.377
1.749,1,0,61.86,5,2.68
3.853,2,0,53.75,2,7.904
7.777,2,0,41.62,3,17.073
1.993,1,0,55.98,4,3.686
2.87,1,0,56.08,2,3.675
8.615,1,0,45.28,3,13.106
4.573,1,0,40.58,4,6.911
2.516,2,0,53.59,5,6.008
0.248,3,0,51.86,3,1.729
4.663,2,0,46.02,3,10.875
7.837,1,0,41.31,3,12.152
2.45,1,0,43.28,4,3.439
5.533,2,0,52.91,3,11.457
0.618,2,0,45.98,5,1.049
0.227,1,0,51.64,5,0.892
5.083,2,0,55.04,5,8.185
1.173,1,0,54.19,3,2.445
8.8,2,0,51.1,4,15.162
5.873,1,0,52.24,4,6.806
4.533,2,0,44.09,5,9.696
4.058,2,0,45.62,1,8.608
1.077,3,0,50.13,4,3.638
6.541,2,0,52.68,4,12.981
8.705,3,0,51.23,4,25.209
5.104,1,0,48.53,2,6.907
5.187,2,1,41.84,4,17.922
1.96,1,0,41.41,3,4.959
1.974,2,0,50.69,4,3.824
0.374,3,0,45.59,3,1.376
6.437,3,0,43.27,4,21.401
7.093,3,0,42.37,4,24.51
5.527,2,0,44.59,4,9.95
0.978,2,0,50.59,5,1.228
1.014,1,0,41.44,5,1.623
3.171,2,0,47.8,5,6.662
6.113,1,0,41.0,2,9.24
7.338,2,0,44.29,5,15.579
5.904,3,0,45.44,4,19.362
0.954,2,0,53.6,2,3.41
3.86,2,0,61.24,5,6.815
1.196,1,0,35.09,3,3.05
3.586,2,0,52.51,5,6.027
8.106,1,0,57.33,5,7.665
7.489,2,0,39.96,5,17.305
5.761,1,0,47.03,5,8.539
2.055,2,0,48.62,4,4.596
1.098,2,0,41.38,3,3.447
7.67,2,0,62.84,5,12.936
4.622,1,0,50.15,3,6.722
0.925,1,0,45.28,4,1.79
7.928,3,0,50.52,2,22.44
4.984,2,1,52.71,4,15.63
8.439,2,0,50.02,3,15.368
0.528,1,0,49.48,3,1.699
2.258,2,0,52.06,4,4.896
3.124,1,0,52.37,4,3.7
1.226,3,0,50.9,5,1.489
1.782,2,0,38.79,5,4.802
5.043,2,0,38.59,4,11.541
2.971,2,0,47.37,2,5.665
4.303,3,0,46.89,3,13.879
1.248,1,0,48.53,5,2.244
8.713,1,1,39.46,4,23.368
4.751,1,0,42.41,4,8.42
3.099,1,0,38.21,5,4.228
4.661,2,0,54.89,5,8.577
6.162,1,0,48.87,2,7.977
4.066,3,0,41.94,5,13.339
4.922,1,0,52.22,4,6.837
4.671,2,1,42.09,4,15.348
6.016,1,1,43.51,2,13.615
2.678,3,0,56.87,4,6.136
6.953,3,0,41.04,1,27.109
4.051,1,0,43.27,5,5.392
7.709,1,0,50.13,2,9.82
3.372,1,0,48.23,4,3.733
1.953,1,1,38.13,3,9.865
2.608,3,0,41.5,5,9.161
0.936,3,0,38.93,3,3.246
5.935,3,0,34.6,2,25.566
2.313,2,0,50.03,1,6.259
3.716,1,1,53.29,4,10.404
2.79,1,0,52.19,3,4.31
2.48,2,0,67.92,5,4.098
8.306,2,0,48.89,4,15.235
8.802,1,0,38.58,1,14.312
6.883,1,0,36.31,3,12.202
8.272,1,0,50.57,4,10.211
2.178,3,1,42.61,3,12.785
0.279,1,0,43.21,4,1.477
3.127,2,0,51.03,4,6.217
1.83,3,0,48.94,5,5.575
1.578,1,0,49.11,3,2.868
8.883,2,0,56.25,3,15.052
1.811,1,0,59.89,4,1.58
3.372,2,0,42.01,1,8.115
0.506,1,0,47.1,4,0.8
6.362,3,0,53.63,5,17.835
4.493,1,0,46.56,4,5.846
1.31,2,0,46.16,3,3.521
2.566,3,0,45.97,4,8.761
0.683,2,0,54.28,4,0.8
8.795,2,0,60.41,2,13.158
2.895,3,0,50.02,5,8.387
0.754,1,0,42.15,4,1.793
7.868,1,0,48.69,2,10.161
5.011,1,1,45.18,5,11.442
5.219,1,1,46.79,3,13.299
3.575,1,0,50.89,3,4.657
6.01,1,0,47.51,2,7.931
2.871,1,0,39.8,3,4.416
5.412,1,0,60.39,2,6.212
2.385,1,0,51.93,4,3.735
3.941,2,1,40.9,3,12.934
2.303,2,0,60.75,1,4.543
8.309,2,1,42.76,3,26.401
4.486,3,1,45.49,5,23.015
5.468,1,0,59.95,3,6.475
5.506,1,0,60.52,3,6.163
7.957,1,0,39.3,2,12.487
4.618,1,0,51.56,4,5.507
8.609,1,0,38.16,3,12.687
7.267,2,0,43.42,5,15.564
8.027,1,0,42.89,2,12.823
5.359,1,0,35.31,2,10.241
2.828,1,0,46.07,5,3.526
1.702,2,0,47.22,2,2.331
6.153,1,0,44.22,1,9.171
0.612,2,0,45.22,5,1.734
5.32,2,0,46.87,2,11.312
3.987,3,0,48.86,1,13.624
1.916,3,0,48.87,3,7.26
7.896,1,0,46.52,5,9.772
2.629,1,0,37.97,3,4.893
1.185,2,0,53.65,4,3.214
2.608,2,0,38.73,3,6.867
4.175,3,0,54.72,5,11.773
5.172,2,0,54.43,4,9.065
8.559,1,0,57.29,1,10.011
3.346,2,0,55.57,4,5.13
7.427,1,0,50.49,1,9.76
7.089,3,0,50.62,1,21.188
2.973,1,0,41.01,2,5.544
5.985,1,0,51.71,2,6.867
6.14,1,0,48.87,3,6.75
1.94,3,0,48.07,5,6.397
8.414,1,0,44.61,5,12.278
0.76,3,0,39.96,5,4.155
0.744,1,0,45.07,4,1.029
5.072,1,0,53.78,2,7.162
2.957,1,0,32.66,5,5.406
5.065,1,0,45.17,2,6.169
2.81,1,0,53.57,4,0.8
8.003,1,0,44.49,2,11.791
4.2,1,1,43.02,4,11.93
1.193,1,0,56.01,3,0.845
2.603,3,0,43.01,3,9.256
1.613,3,0,50.23,4,4.307
8.902,1,0,54.32,2,9.929
6.93,1,0,50.66,2,9.503
2.301,1,0,48.86,3,2.845
2.017,1,0,54.85,2,2.085
6.446,1,0,60.92,5,6.798
7.096,1,0,28.0,2,16.826
4.585,1,1,44.61,4,14.013
8.319,1,0,45.32,2,12.983
4.011,2,0,41.27,2,9.516
5.451,1,0,37.27,4,9.81
0.747,1,0,45.96,2,2.176
4.953,1,0,41.64,2,6.715
2.215,2,0,40.86,5,4.832
1.272,2,0,46.24,4,2.224
3.386,2,0,43.82,2,7.564
5.448,2,0,41.16,5,12.519
7.643,1,0,37.52,5,12.639
3.132,2,0,38.53,3,8.445
4.738,2,0,45.63,5,9.226
6.077,1,0,43.86,4,7.082
0.295,1,0,54.91,2,1.953
5.172,1,0,46.1,2,7.118
5.509,3,0,45.24,4,18.123
1.265,1,0,52.33,4,3.192
4.123,3,0,40.29,5,16.616
4.078,1,0,45.47,2,6.252
6.762,2,0,57.88,4,9.285
2.973,1,0,46.81,4,5.052
3.399,2,0,42.3,3,8.332
0.732,2,0,40.31,5,0.8
2.373,1,0,45.25,3,4.026
5.957,1,0,54.44,2,5.987
2.975,3,0,39.48,2,12.392
5.427,1,0,39.13,3,8.589
3.382,1,0,51.85,5,5.733
5.388,2,0,50.93,5,11.122
5.933,3,0,52.39,3,16.379
3.765,3,0,56.83,4,9.996
7.992,2,0,62.77,4,11.698
0.252,1,0,45.79,5,0.8
1.343,1,0,35.86,5,2.993
5.081,1,0,43.11,3,7.354
1.595,2,0,36.82,5,4.133
2.82,2,0,42.27,2,8.413
2.305,2,0,40.92,2,5.726
7.356,1,0,34.26,1,12.736
2.457,2,0,58.81,3,5.694
4.208,1,0,49.77,5,5.063
7.828,2,0,48.25,4,15.557
4.373,3,0,44.75,3,13.382
7.942,3,0,56.73,5,19.756
5.598,1,0,55.91,1,8.194
7.289,1,0,51.6,4,7.764
3.632,2,0,52.58,4,6.701
5.032,2,0,51.36,1,8.688
0.366,1,0,53.96,3,0.8
6.172,1,0,52.0,2,8.95
0.386,2,0,53.57,3,1.351
6.776,1,0,49.55,1,8.886
8.94,2,1,55.15,3,20.714
8.621,1,0,57.89,5,9.288
5.734,1,0,41.15,5,10.069
7.106,1,0,58.26,3,7.878
2.236,3,0,28.0,3,11.735
4.265,1,0,41.44,3,6.239
6.713,1,0,48.8,1,8.678
1.351,3,0,53.23,1,4.531
2.75,3,0,49.09,4,8.961
1.719,1,0,47.18,3,1.544
2.475,3,0,47.84,5,5.911
1.183,1,0,46.64,3,3.055
2.008,2,0,50.03,2,4.548
5.667,1,0,56.8,3,6.184
8.625,2,0,52.82,1,15.471
5.003,2,0,47.03,2,9.988
8.343,3,0,46.26,3,27.336
3.418,1,0,52.39,2,4.795
6.463,2,1,42.52,1,22.184
3.192,2,0,48.08,2,6.893
4.703,2,0,62.41,2,7.341
1.511,2,0,53.12,4,2.549
6.954,1,0,33.01,4,13.347
2.507,1,0,59.19,5,2.584
4.338,1,0,48.79,3,6.19
8.762,3,0,35.89,2,36.509
4.332,2,0,40.13,5,10.384
8.206,2,0,32.95,3,24.197
7.634,2,0,57.02,2,12.853
4.62,1,0,43.27,4,7.079
1.383,3,0,52.64,5,4.638
1.829,2,0,55.11,3,4.495
3.916,2,0,58.68,2,8.646
4.041,1,0,63.78,2,4.548
6.963,3,1,40.25,5,34.057
6.753,1,0,45.18,5,9.657
0.91,1,1,57.74,5,4.524
3.434,3,0,51.46,2,11.262
0.545,1,0,47.36,2,1.57
2.203,1,0,44.54,2,3.933
8.613,1,0,32.73,3,15.166
2.553,3,0,44.4,2,10.095
1.162,1,0,34.34,1,2.229
6.227,1,0,47.45,4,9.42
1.042,1,0,47.64,4,2.45
8.257,3,0,44.69,3,28.916
5.715,2,0,55.71,2,9.338
6.288,2,0,53.24,3,11.076
5.066,1,0,47.78,2,8.04
3.377,3,0,51.36,4,10.076
0.467,1,0,56.92,4,2.012
2.721,1,0,41.92,4,4.226
0.727,2,0,47.73,4,2.693
6.987,1,0,56.99,3,6.784
3.985,2,1,51.09,3,15.738
6.14,3,0,37.95,1,24.064
7.549,1,0,40.07,3,10.971
2.802,3,0,43.66,5,10.326
7.897,1,0,46.81,2,11.1
1.3,2,0,39.42,3,4.041
4.837,1,0,58.35,3,5.725
7.041,1,0,52.22,2,9.328
6.711,2,0,46.21,3,12.995
6.015,1,0,52.72,4,6.41
5.173,1,0,50.62,4,7.957
2.139,3,0,45.71,3,7.947
2.298,1,0,51.65,3,3.181
0.282,1,0,30.54,5,0.8
4.145,2,0,63.4,5,6.19
2.535,2,0,60.81,4,4.657
2.319,2,0,59.08,1,3.658
5.819,1,0,43.61,5,8.347
1.58,1,1,57.85,1,7.983
2.281,1,0,47.82,5,4.567
6.769,1,0,43.45,3,9.084
3.694,1,0,39.83,3,5.716
6.957,2,0,42.5,1,17.081
1.788,2,0,47.37,1,5.547
3.567,1,0,53.52,5,3.359
5.671,1,0,49.19,3,7.968
5.322,1,0,38.39,4,9.484
2.805,1,0,49.69,2,4.624
8.933,1,0,60.43,5,8.121
3.63,1,0,46.21,1,4.787
5.82,1,0,57.27,3,6.041
1.669,1,1,54.55,2,7.221
1.726,1,0,40.24,3,2.922
0.321,1,0,45.57,3,0.935
2.291,1,0,50.56,4,2.486
1.957,1,0,56.58,4,1.606
7.197,1,0,44.52,4,10.056
1.763,1,0,40.11,1,3.239
3.462,1,0,68.0,5,2.744
8.352,1,0,46.08,3,11.962
3.571,1,0,57.14,4,2.878
1.589,2,0,46.98,5,3.462
8.014,2,0,57.15,2,13.588
1.632,3,1,38.72,5,9.387
8.505,1,0,31.7,4,15.669
8.54,1,0,57.91,4,9.331
2.035,1,0,36.17,3,4.933
2.461,1,0,54.06,1,3.828
6.19,2,0,38.5,3,15.282
3.209,2,0,53.28,3,6.691
1.388,1,0,38.87,3,2.837
4.554,2,0,54.43,5,8.442
0.25,1,0,45.81,2,0.827
2.357,2,0,36.36,2,6.275
5.647,1,0,47.3,1,7.799
8.785,2,1,49.45,5,19.999
0.721,2,0,55.52,1,1.477
1.0,2,0,45.15,4,3.356
4.277,1,0,56.41,1,5.398
7.437,2,0,57.52,2,12.186
1.704,3,0,39.22,3,6.989
5.261,1,0,51.43,1,6.381
3.149,1,0,56.48,5,2.876
4.325,1,0,40.29,5,7.016
1.495,2,0,65.07,5,2.417
7.656,1,0,46.51,1,11.31
3.894,3,0,40.48,2,13.295
0.436,1,0,49.75,5,0.8
5.589,2,0,54.73,5,10.135
2.466,2,0,50.36,5,4.297
6.891,1,0,49.87,2,8.424
0.304,3,0,57.34,4,1.449
3.864,2,0,48.54,5,6.933
5.829,3,0,54.76,4,16.393
3.037,3,0,46.21,1,11.247
3.495,1,0,47.69,5,3.903
3.633,1,0,37.0,2,4.923
6.195,1,0,48.01,2,8.36
8.379,1,0,48.59,2,11.638
8.376,2,0,57.65,5,13.645
2.138,3,1,50.05,4,11.01
5.022,2,0,55.24,5,8.943
4.136,2,0,55.66,5,7.308
2.189,2,0,46.46,4,2.995
6.132,1,1,44.06,3,18.074
7.676,1,0,46.67,4,10.327
6.296,1,0,30.07,3,13.53
2.329,1,0,34.61,4,5.114
7.802,2,0,45.07,2,16.181
6.689,2,0,44.92,4,14.525
3.645,2,0,47.26,2,7.604
5.585,1,0,43.87,1,8.5
6.56,1,0,45.61,1,10.327
6.618,2,0,47.74,2,13.284
3.562,1,0,53.05,5,4.65
1.197,2,0,43.92,4,1.804
6.023,2,0,43.98,5,12.5
5.031,3,0,45.76,4,16.775
5.292,2,0,49.11,2,10.115
7.489,1,0,50.39,2,9.682
7.822,2,0,43.4,3,17.054
5.534,2,0,50.13,4,10.742
6.746,2,0,37.74,4,16.104
6.22,1,0,46.77,3,9.352
4.641,1,0,43.93,3,7.433
5.354,1,0,39.58,4,8.543
4.993,1,0,51.6,2,5.585
4.641,3,0,35.64,4,20.464
3.436,2,0,47.7,2,7.296
6.419,2,0,51.18,3,11.298
0.917,3,0,48.02,4,2.3
4.234,3,0,52.79,3,11.728
4.996,3,0,41.73,2,19.197
7.593,1,0,44.29,2,10.208
3.799,1,0,57.76,4,5.04
4.197,1,0,56.37,3,5.62
4.614,1,0,53.75,4,5.078
7.964,3,0,54.78,2,22.25
6.349,2,0,45.82,3,14.319
4.55,3,0,59.33,2,12.016
2.585,2,0,40.12,3,6.126
8.827,1,0,54.81,4,10.373
3.524,1,0,57.85,3,5.007
3.317,1,0,51.53,4,4.121
3.35,1,1,47.99,5,13.434
1.639,1,0,41.73,3,3.047
4.639,2,0,53.26,1,9.174
1.583,2,0,42.21,3,4.453
2.514,2,0,40.96,2,6.229
6.836,1,0,48.55,1,10.183
1.455,1,0,52.17,5,2.231
0.63,2,0,43.31,2,1.238
8.093,2,0,60.49,5,12.43
1.661,1,0,52.22,4,1.137
1.131,3,0,51.05,5,3.95
5.28,1,0,50.13,2,7.194
4.559,1,0,42.86,5,6.393
2.569,1,0,53.93,5,2.859
0.861,3,0,43.09,4,3.36
7.246,1,0,57.08,4,8.064
5.813,1,1,55.41,5,12.404
1.472,3,0,45.95,3,4.913
2.747,1,0,43.48,5,3.791
7.495,1,0,34.86,2,14.59
8.175,1,0,49.05,4,10.841
4.908,3,0,49.44,2,16.176
1.858,1,1,47.2,4,10.41
0.324,2,0,58.82,4,0.8
1.273,2,1,50.0,4,10.241
7.712,2,0,63.8,5,13.097
6.707,2,0,47.99,4,12.813
2.45,1,0,48.22,3,3.096
